generation,population_size,best_total_fitness,avg_total_fitness,best_trace_score,avg_trace_score,best_overlap_score,avg_overlap_score,best_trace_length_mm,avg_trace_length_mm,best_overlap_penalty,avg_overlap_penalty,min_overlap_penalty,feasible_count,infeasible_count,feasible_ratio,diversity_all_mm,diversity_feasible_mm,diversity_infeasible_mm,trace_weight,overlap_weight,mutation_rate,sigma_xy_mm
87,50,0.991734582990818,0.6567058773364737,0.9809630033469371,0.563472320218168,0.9987203057601926,0.7171708977293874,649.3206049354288,942.9646051113186,0.0033216962064,0.7341381455410475,0.0,8,42,0.16,42.22950630044847,44.17158601684499,41.8484312031518,0.39339999999999997,0.6066,0.48644,17.692
88,50,0.9948256717322375,0.7060535172320809,0.9888562679287758,0.5657020882131082,0.9986679112612242,0.7963914850227282,649.3206049354288,936.2171871393341,0.0033216962064,0.5077181512789697,0.0,11,39,0.22,41.34468055190155,43.443134738713034,40.92078866957388,0.39159999999999995,0.6084,0.48456,17.608
89,50,0.9873019414870816,0.7329218724844389,0.9692298988085185,0.615829870844362,0.9988464879244855,0.807721056750748,649.3206049354288,957.1696213055818,0.0033216962064,0.553693584938639,0.0,15,35,0.3,40.63821797845301,42.00748364102995,40.32208956402798,0.3897999999999999,0.6102000000000001,0.48268,17.524
90,50,0.9801978680462589,0.6908320350465204,0.9507100362689807,0.48350823127999804,0.9988927679312,0.8222726165194135,649.3206049354288,905.5999487417621,0.0033216962064,0.5331821504417594,0.0,15,35,0.3,36.870556374965325,40.88128305654214,35.51710022463497,0.388,0.612,0.4808,17.439999999999998
91,50,0.9588913765234639,0.7189976354633424,0.8956877056784457,0.6631804720695343,0.9986588214246467,0.7541175254970481,649.3206049354288,945.2859987808775,0.0033216962064,0.6089769832190379,0.0,11,39,0.22,37.40205610150459,35.619565641626146,38.075507734581116,0.3862,0.6138,0.47892,17.355999999999998
92,50,0.9647707811269344,0.7445852031301564,0.9098919505975936,0.5485090092387803,0.9990388487934037,0.8670213449947518,649.3206049354288,888.9800749825856,0.0033216962064,0.45956837054527505,0.0,17,33,0.34,34.68191033839096,35.94409756290129,34.12803091880936,0.38439999999999996,0.6156,0.47704,17.272
93,50,0.9278365123703236,0.6297114246517322,0.8142867915761246,0.50579382112491,0.9982027630600881,0.7065026055868832,649.3206049354288,876.069385050943,0.0033216962064,0.5424488891588026,0.0,11,39,0.22,34.85135607579191,35.84515718725085,34.6927864716613,0.38260000000000005,0.6174,0.47516,17.188
94,50,0.9849384631,0.6642109287104053,1.0,0.5967979826121496,0.9756758125,0.7056690195925367,617.2761086568848,912.2383281463989,0.048648375,0.5886619608149267,0.0,13,37,0.26,37.2167484262485,40.077223490282016,35.92558604172654,0.3808,0.6192,0.47328000000000003,17.104
95,50,0.9601103820401495,0.6594951452289516,0.9300215116968302,0.537002521936087,0.97847379888414,0.7342531230518108,617.2761086568848,882.5719571555113,0.048648375,0.6005775777747064,0.0,15,35,0.3,35.427136780224316,36.02548626270049,35.31313919708168,0.379,0.621,0.47140000000000004,17.02
96,50,0.9496421004057587,0.6587112417166484,0.8986519570970892,0.5304879639301733,0.9805243773101102,0.7363699128487268,616.5775696611149,867.5895537412446,0.042010266666666664,0.568668352171914,0.0,13,37,0.26,36.28710010284069,40.41312988495493,34.892647458993515,0.3772,0.6228,0.46952000000000005,16.936
97,50,0.9730338699559931,0.6870989321825719,0.9538884999213236,0.5691801837739687,0.9845407093908554,0.7579710073548256,616.5775696611149,862.3572641499844,0.042010266666666664,0.6577082208464305,0.0,12,38,0.24,36.7025811262097,35.60532809279664,36.93122213045362,0.37539999999999996,0.6246,0.46764,16.852
98,50,0.9871672261113632,0.7558535935329583,0.9867765112639196,0.609480512591024,0.9874002578275268,0.8431540134561808,616.5775696611149,861.1125105480146,0.042010266666666664,0.522958456618074,0.0,16,34,0.32,36.875699272003516,36.90737309872743,36.74777393353455,0.37359999999999993,0.6264000000000001,0.46576,16.768
99,50,0.9871199821252588,0.6829078442140366,1.0,0.575570232324611,0.9794969470316122,0.7464355807636839,616.5775696611149,881.9130575940471,0.042010266666666664,0.5195474491394091,0.0,13,37,0.26,34.16208076100086,32.43018641803371,34.37956839616088,0.3717999999999999,0.6282000000000001,0.46388,16.683999999999997
100,50,0.9835171775426879,0.6996017157640315,0.9937821983007188,0.6307640389846548,0.9774885145578126,0.7400301926027132,616.5775696611149,871.2434520024351,0.042010266666666664,0.48514794646002746,0.0,10,40,0.2,35.25821108465125,36.20565420509354,34.84829820392844,0.37,0.63,0.46199999999999997,16.6
101,50,0.9866812011702615,0.7295537310667575,0.9876408819792393,0.6886562775340667,0.9861219190020662,0.7533879228849544,616.5775696611149,878.9166629362649,0.042010266666666664,0.7465181334772539,0.0,12,38,0.24,35.127491505956286,37.78614229993299,34.08301357509097,0.36819999999999997,0.6318,0.46012,16.516
102,50,0.9814375343248645,0.6917373155254218,0.9695189704265333,0.5097834056678743,0.9883298351650609,0.7969581371349632,616.5775696611149,936.6361688811286,0.042010266666666664,0.7309102248427237,0.0,12,38,0.24,39.32828158516567,41.38729261577733,38.38569617175384,0.36640000000000006,0.6335999999999999,0.45824000000000004,16.432000000000002
103,50,0.9683992729368249,0.6514408451037978,0.9429818681529755,0.5540809022021282,0.982984079018335,0.7073071264729333,616.5775696611149,895.3860628048544,0.042010266666666664,0.7226235759765407,0.0,6,44,0.12,36.66728051964416,40.04931991739184,36.20802166298225,0.36460000000000004,0.6354,0.45636,16.348
104,50,0.9901658860718232,0.7423694768993162,0.9998391602655988,0.6413647573929704,0.9846582528679598,0.799878127616363,616.5775696611149,944.6710056874878,0.042010266666666664,0.5479932078342915,0.0,13,37,0.26,39.59138575114015,41.213438010665115,39.19593872388346,0.3628,0.6372,0.45448,16.264000000000003
105,50,0.9710983611491952,0.7531644222442315,0.9404967244847046,0.5776627160214667,0.9883866097186493,0.8523132734905822,616.5775696611149,950.5354412826706,0.042010266666666664,0.534241820302118,0.0,20,30,0.4,38.60545567556952,39.350793347476525,37.892984845406616,0.361,0.639,0.4526,16.18
106,50,0.9865663052969533,0.7383476542845608,1.0,0.6733700407831893,0.9790360569552954,0.7747708109164156,616.5775696611149,912.8152451554539,0.042010266666666664,0.45134344595104786,0.0,15,35,0.3,35.81306225441553,38.18865527740511,34.70428829081598,0.35919999999999996,0.6408,0.45072,16.096
107,50,0.9682137800400878,0.7253773468283687,0.9488295431451812,0.5550570312708565,0.9789948666666667,0.8201057638533529,616.5775696611149,896.7872469699221,0.042010266666666664,0.3597884722932942,0.0,17,33,0.34,34.74111272188889,37.83296978388963,33.22036162885412,0.35739999999999994,0.6426000000000001,0.44884,16.012
108,50,0.9715359317382709,0.7044970689400006,0.9500144017713031,0.5439394380186204,0.9834121826014829,0.7930977727817802,616.5775696611149,881.4139321928441,0.042010266666666664,0.5240000857582191,0.0,17,33,0.34,34.29716256686991,38.05879224685918,32.5017897149245,0.3556,0.6444,0.44696,15.927999999999999
109,50,0.9742877735094799,0.7026688540168452,0.9652487582720914,0.6073518030188708,0.9792367112856917,0.7548557507099486,616.5775696611149,892.8729403724383,0.042010266666666664,0.4959992333670117,0.0,16,34,0.32,34.80444593191927,35.70398499005147,34.41975815119907,0.3538,0.6462,0.44508000000000003,15.844
110,50,0.99177086296481,0.7086161111673536,0.976621769786392,0.5228113774037042,1.0,0.8095470776562494,594.025547713894,864.5755618035648,0.0,0.610837539508132,0.0,10,40,0.2,34.85843050761009,36.83016878916292,33.93157729219347,0.352,0.648,0.44320000000000004,15.76
111,50,0.9973270323646051,0.7014582105509701,0.9923673111496435,0.5722647198619041,1.0,0.7710851118118366,594.025547713894,833.2205474479373,0.0,0.7039084396287173,0.0,7,43,0.14,33.732615469343486,32.46844763549022,33.70550794008993,0.35019999999999996,0.6498,0.44132000000000005,15.676
112,50,0.971214456732106,0.689245919053601,0.9173778895869864,0.5873420723331169,1.0,0.7437322606702627,594.025547713894,828.8717886667149,0.0,0.58924277348059,0.0,13,37,0.26,32.295655270067265,33.9144542658936,31.707716309773307,0.34840000000000004,0.6516,0.43944,15.591999999999999
113,50,0.9857954691005772,0.7012739242832964,0.9590175103882783,0.5636652373162463,1.0,0.7742692883830509,594.025547713894,852.2222397874907,0.0,0.7759626819657888,0.0,11,39,0.22,32.92427339215996,30.056769459741687,33.5581533619412,0.3466,0.6534,0.43756,15.508
114,50,0.9913420213662283,0.6834214891490131,0.9748898531503142,0.5347918015923612,1.0,0.7616380890719888,594.025547713894,871.9484193520018,0.0,0.5913471592509612,0.0,15,35,0.3,33.60088206529035,32.70244187373985,33.41537973965865,0.3448,0.6552,0.43568,15.424
115,50,0.9986340263722449,0.7020459898906476,0.9960175695983813,0.6236959250090287,1.0,0.7429502094559374,594.025547713894,865.8278016256644,0.0,0.6127731591668478,0.0,13,37,0.26,35.056233387555366,30.777738278563845,35.5479733092584,0.34299999999999997,0.657,0.43379999999999996,15.34
116,50,1.0,0.7229230495742506,1.0,0.6596660691932615,1.0,0.7556845579318606,594.025547713894,840.9829963809175,0.0,0.5998202059160406,0.0,13,37,0.26,33.77026657053687,35.90537042268034,32.718371198997914,0.34119999999999995,0.6588,0.43191999999999997,15.255999999999998
117,50,1.0,0.7118868005904204,1.0,0.6144770117725291,1.0,0.7619335494926189,594.025547713894,911.137887074217,0.0,0.5414550703078538,0.0,16,34,0.32,36.1322930179962,34.84353148273375,36.72005129048038,0.3393999999999999,0.6606000000000001,0.43004,15.171999999999997
118,50,0.9690497594768701,0.7249063813917186,0.9083227472656105,0.6000294816962743,1.0,0.7885513713331165,594.025547713894,864.8503422882735,0.0,0.6277472844149351,0.0,14,36,0.28,33.05621252639097,29.852374670512646,34.02470315407961,0.3376,0.6624,0.42816,15.088000000000001
119,50,0.9916289320765703,0.7421244458144554,0.975071268840293,0.5763350274185775,1.0,0.8259427034135759,594.025547713894,869.1936563305128,0.0,0.46709120297046364,0.0,16,34,0.32,33.69298527419327,31.844665019040285,34.431570036588745,0.3358,0.6642,0.42628,15.004000000000001
120,50,1.0,0.7068823725541756,1.0,0.4895608071461405,1.0,0.815869463914962,594.025547713894,904.4239415577114,0.0,0.5732236460930121,0.0,15,35,0.3,36.5709418258308,36.462774753962975,36.689441116529764,0.33399999999999996,0.666,0.4244,14.92
121,50,1.0,0.6855971114414564,1.0,0.5244515690721446,1.0,0.7657596588734501,594.025547713894,906.3975659517373,0.0,0.6148808954571937,0.0,17,33,0.34,38.209196061776396,37.11467621321973,39.0130411753239,0.33220000000000005,0.6678,0.42252,14.835999999999999
122,50,0.9721732095485816,0.672593251481198,0.9157784792632616,0.5077098318590838,1.0,0.7539514979614048,594.025547713894,906.7900531810104,0.0,0.442246150482859,0.0,20,30,0.4,36.9750451366187,34.002324614315505,39.14091470970834,0.3304,0.6696,0.42064,14.751999999999999
123,50,1.0,0.7668131743339679,1.0,0.5735970419339466,1.0,0.8613779957618007,594.025547713894,865.7099165319173,0.0,0.48762323193099716,0.0,19,31,0.38,33.43020751221471,33.273122240972434,33.30930257448144,0.3286,0.6714,0.41876,14.668
124,50,1.0,0.6924154224498702,1.0,0.5704755521369518,1.0,0.7516102376879297,594.025547713894,835.2507636197882,0.0,0.5848416798389482,0.0,17,33,0.34,32.247467532456334,35.242044201862356,30.62900114685116,0.3268,0.6732,0.41688000000000003,14.584
125,50,0.9718843036407085,0.7396606391785373,0.9134901650483341,0.562807459549322,1.0,0.8248121701111225,594.025547713894,845.6356967318633,0.0,0.46251378678204014,0.0,24,26,0.48,31.753541580530772,33.51906031178872,30.527088632383542,0.32499999999999996,0.675,0.41500000000000004,14.5
126,50,0.9651646591395651,0.6754435783789838,0.8922173859516245,0.5040492908463358,1.0,0.7572914414560404,594.025547713894,846.5283424552151,0.0,0.48541711708791935,0.0,19,31,0.38,30.578498747917717,29.193967970471363,31.397513987513804,0.32319999999999993,0.6768000000000001,0.41312000000000004,14.415999999999999
127,50,0.9552834390647931,0.7008945551819916,0.8608694432632018,0.5143109411640046,1.0,0.7892646900852941,594.025547713894,848.9054088326812,0.0,0.5361457612941759,0.0,19,31,0.38,31.068901783682712,30.20973217140838,31.35934651455209,0.3214,0.6786,0.41124,14.331999999999999
128,50,1.0,0.7527130277147527,1.0,0.6383368798988489,1.0,0.8064382141373906,594.025547713894,854.3812826414701,0.0,0.4855414715220695,0.0,17,33,0.34,30.231393555360167,28.694661057635216,30.739806392252106,0.3196,0.6804,0.40936,14.248
129,50,0.9698390255045299,0.7518719836346349,0.9050944792464758,0.524622863692256,1.0,0.8577350301278746,594.025547713894,863.7463119245101,0.0,0.4260749382963916,0.0,16,34,0.32,30.863457588107337,31.921358877941987,30.319200279648697,0.31779999999999997,0.6822,0.40748,14.164
130,50,1.0,0.7552521319555797,1.0,0.6130870459437515,1.0,0.8209307389435003,594.025547713894,883.353279113588,0.0,0.5116253799900636,0.0,16,34,0.32,30.879419691198827,33.00471729222821,29.73628470622819,0.31599999999999995,0.684,0.40559999999999996,14.08
131,50,1.0,0.7648919849850191,1.0,0.622499204237407,1.0,0.8301293890545725,594.025547713894,899.6465400697303,0.0,0.3597541881781688,0.0,21,29,0.42,31.60490618364667,30.55554159477537,32.077176215656344,0.31420000000000003,0.6858,0.40371999999999997,13.995999999999997
132,50,1.0,0.703548726250544,1.0,0.7241041397687065,1.0,0.6942097047510183,594.025547713894,884.7660207913069,0.0,0.6115805904979636,0.0,15,35,0.3,30.96761806126456,30.788372851897023,30.947825847261505,0.3124,0.6876,0.40184,13.911999999999997
133,50,0.9765973464201533,0.6536748723817821,0.924653401223932,0.47955694134224147,1.0,0.7321213901956511,594.025547713894,859.3001212183586,0.0,0.6693832741154508,0.0,16,34,0.32,31.308508337160415,30.154840366049918,31.626626266269852,0.3106,0.6894,0.39996,13.828
134,50,0.973392722393999,0.7128656597288825,0.9138365362499967,0.46766724893633865,1.0,0.822410320106107,594.025547713894,828.4425889645321,0.0,0.40736809483852343,0.0,22,28,0.44,30.58237858702771,30.66268781189285,30.344204618822644,0.30879999999999996,0.6912,0.39808,13.744
135,50,1.0,0.7371115070482321,1.0,0.5664464482611811,1.0,0.8127163743608219,594.025547713894,805.4779767033572,0.0,0.510319768647607,0.0,13,37,0.26,29.105678224025322,25.991826927145155,30.053497156017908,0.30699999999999994,0.6930000000000001,0.3962,13.66
136,50,0.963180781201028,0.6861498246428921,0.8793603578015334,0.5466140269855725,1.0,0.747442751305261,594.025547713894,781.4399820922209,0.0,0.6651689943096334,0.0,12,38,0.24,26.015427369605476,21.854772481610603,26.984724025594033,0.3051999999999999,0.6948000000000001,0.39432,13.575999999999997
137,50,0.9905713503122835,0.7924831604602717,0.9689233695197212,0.6538903526860852,1.0,0.8528464361976937,594.025547713894,796.4924149465603,0.0,0.3774749839323372,0.0,20,30,0.4,25.33672485506868,26.96015004588756,24.354244263650802,0.3034,0.6966,0.39244,13.491999999999999
138,50,1.0,0.7551654487494531,1.0,0.6683099750694776,1.0,0.7926734826295799,594.025547713894,767.13299490088,0.0,0.5893986893121292,0.0,12,38,0.24,25.52717382788672,22.696193476758904,26.211373980674647,0.3016,0.6984,0.39055999999999996,13.408
139,50,0.9716699203175756,0.6975002688688519,0.9055034033274701,0.4911541164400833,1.0,0.7858501353329259,594.025547713894,817.5973178697616,0.0,0.428299729334148,0.0,17,33,0.34,26.929588498535164,21.943916500090523,28.25018306605205,0.29979999999999996,0.7002,0.38867999999999997,13.323999999999998
140,50,0.9867619231067315,0.7833329097084613,0.9555769231769512,0.5794668448061626,1.0,0.8698743446669869,594.025547713894,832.1996906308345,0.0,0.36659160021698683,0.0,17,33,0.34,24.173915254757343,23.04157676515908,24.05370849633635,0.29799999999999993,0.7020000000000001,0.3868,13.239999999999997
141,50,1.0,0.751880091162555,1.0,0.5358085328229693,1.0,0.8428155779204198,594.025547713894,840.7325610476095,0.0,0.4241255974905569,0.0,19,31,0.38,26.257792004875213,23.476900867001483,27.903035408105897,0.2962,0.7038,0.38492000000000004,13.155999999999999
142,50,0.9989466818979942,0.6670056642565347,0.9964221531861218,0.5985314250133039,1.0,0.6955754148704905,594.025547713894,811.7908598915204,0.0,0.6161538001261284,0.0,13,37,0.26,27.16423215426168,27.49220440957269,26.921097134820496,0.2944,0.7056,0.38304000000000005,13.072000000000001
143,50,1.0,0.7177486226911798,1.0,0.5950609411150407,1.0,0.768495605486173,594.025547713894,797.7320076810968,0.0,0.5577517634190085,0.0,15,35,0.3,26.770224959538478,24.69761574510293,27.74146385673933,0.29259999999999997,0.7074,0.38116000000000005,12.988000000000001
144,50,0.9806555788749758,0.7386043516465484,0.9334786068603022,0.6328015465414909,1.0,0.7819876789513294,594.025547713894,787.8909712979693,0.0,0.5894247191961577,0.0,16,34,0.32,26.64312617850205,24.98017640424926,26.981822310214206,0.29079999999999995,0.7092,0.37928,12.904000000000002
145,50,0.9885413846604278,0.7498207828629663,0.9603508119737987,0.6080325266887902,1.0,0.8074534214485314,594.025547713894,786.0138282278306,0.0,0.684355131887534,0.0,15,35,0.3,25.8930461158439,23.89864904828037,26.669561702317395,0.2889999999999999,0.7110000000000001,0.3774,12.82
146,50,1.0,0.7736091387232942,1.0,0.5620883219971816,1.0,0.8588346978755663,594.025547713894,769.731432156709,0.0,0.45867977311834573,0.0,20,30,0.4,25.5439826128096,24.91045877368425,25.83792933079337,0.2872,0.7128,0.37552,12.735999999999999
147,50,0.9685453116662104,0.6972551954995878,0.889787356924353,0.5550115181814373,1.0,0.7540650828583899,594.025547713894,754.2625891565202,0.0,0.618319807110683,0.0,16,34,0.32,24.6286209821,23.413950137288353,24.964102898650676,0.2854,0.7146,0.37364,12.652000000000001
148,50,0.9777052400102151,0.6848142651470589,0.9213866008822817,0.6183141867213919,1.0,0.7111395334908879,594.025547713894,757.901512294855,0.0,0.5751749746385062,0.0,18,32,0.36,24.901540544229665,23.923090553426466,25.351551895207827,0.2836000000000001,0.7163999999999999,0.37176000000000003,12.568000000000001
149,50,0.9888505925040796,0.70014853337643,0.9604350337263293,0.583052977246987,1.0,0.7460932948875372,566.7702187745391,754.896259903904,0.0,0.7571977830126306,0.0,16,34,0.32,22.94117859893563,22.378198422275602,23.161791923002294,0.28180000000000005,0.7182,0.36988000000000004,12.484
150,50,0.9713432839902271,0.6675261840182222,0.8976545856793824,0.5556515190836234,1.0,0.7110329981594549,548.8433621229066,741.5164406830955,0.0,0.513547760531309,0.0,18,32,0.36,24.15393078846531,22.4749315446952,25.160915260574118,0.28,0.72,0.368,12.399999999999999
151,50,0.994646184419354,0.7857683753911319,0.980755515526075,0.5997817512884809,1.0,0.8574523305384822,548.8433621229066,747.851365872398,0.0,0.5178302068834442,0.0,19,31,0.38,23.996869009404286,23.117627191338094,24.51774739178737,0.2782,0.7218,0.36612,12.315999999999999
152,50,0.9868045311305063,0.7249213054690274,0.9522595192854783,0.6583569279299287,1.0,0.7503474994322764,548.8433621229066,741.0953812769202,0.0,0.7026309571129344,0.0,15,35,0.3,24.020020505204684,19.765998863109942,25.856046662844754,0.2764,0.7236,0.36424,12.232000000000001
153,50,0.9536183246990153,0.7285477562668216,0.8310936806227794,0.5080593538218255,1.0,0.8120135893401548,548.8433621229066,730.2812754424647,0.0,0.5629704940887794,0.0,19,31,0.38,22.2216755832419,18.696252955430328,23.97837791095194,0.27459999999999996,0.7254,0.36236,12.148
154,50,0.9694633187009812,0.6999924349965554,0.8880620186986117,0.6024967819784932,1.0,0.736566711871318,547.1638079315695,710.8456609453311,0.0,0.7199361829740688,0.0,8,42,0.16,21.824146343049424,17.309217920558844,22.612247615458173,0.27279999999999993,0.7272000000000001,0.36048,12.064
155,50,0.9871432813367355,0.7487965955449318,0.9525582337148909,0.5950427408196021,1.0,0.8059533783029077,547.1638079315695,730.9160075328406,0.0,0.6038160758238967,0.0,15,35,0.3,24.11749380549827,23.009507157036964,24.244613718836977,0.2709999999999999,0.7290000000000001,0.35860000000000003,11.979999999999999
156,50,0.9992394073503637,0.7969398956753422,0.9971746186863434,0.687941689561015,1.0,0.8370908495423056,547.1638079315695,720.1172670159917,0.0,0.485474200593195,0.0,9,41,0.18,23.744563213358447,19.1228823603931,24.51077724257572,0.2692,0.7308,0.35672,11.895999999999999
157,50,1.0,0.7207351363549721,1.0,0.6197328258259326,1.0,0.7576011175663632,542.1271128287685,724.9882201169253,0.0,0.4526120715575957,0.0,12,38,0.24,23.991790009491513,22.252505968000325,24.526160344082708,0.26739999999999997,0.7326,0.35484,11.812
158,50,0.9897617968979529,0.7389337347078181,0.9614525485615695,0.6379341702356968,1.0,0.7754608103121147,525.8250927029205,722.2020857738567,0.0,0.4082518106577984,0.0,18,32,0.36,23.07575509121046,23.099418226203518,23.137111577634826,0.26560000000000006,0.7343999999999999,0.35296,11.728
159,50,0.9811282761683644,0.7619494648995209,0.9284620021545275,0.6368548254093249,1.0,0.8067741944533293,525.8250927029205,725.4419496681757,0.0,0.4428640506088239,0.0,22,28,0.44,24.430912141800835,24.91524628169654,23.715207963887387,0.26380000000000003,0.7362,0.35108,11.644
160,50,0.9680585865144268,0.7391558732908272,0.8780862080703313,0.529550445201742,1.0,0.8135686404444048,525.8250927029205,739.9597697839762,0.0,0.5518166896977296,0.0,24,26,0.48,24.57543139849424,24.477887517783937,24.47213256439437,0.262,0.738,0.3492,11.559999999999999
161,50,0.9993491524664521,0.7458926256266915,0.9974986643599234,0.6281050255577924,1.0,0.7873204892897457,525.8250927029205,713.3853092737646,0.0,0.6314191801112212,0.0,14,36,0.28,23.661424434308536,22.892332225876185,24.029350114054306,0.2602,0.7398,0.34732,11.475999999999999
162,50,0.9900253907622791,0.7529488723284515,0.9613985710614519,0.744970272803796,1.0,0.7557289021520371,525.8250927029205,702.7230775004132,0.0,0.5069401757097514,0.0,14,36,0.28,24.512285760825357,20.820971507902424,25.61884629657131,0.25839999999999996,0.7416,0.34543999999999997,11.392
163,50,0.974813208863509,0.6688161852164091,0.9018441498967613,0.5655023398809402,1.0,0.7044771116531607,506.02081152002484,703.1483479165912,0.0,0.6178088392393506,0.0,10,40,0.2,23.255356035943095,16.831223359082383,24.782245191375456,0.25659999999999994,0.7434000000000001,0.34356,11.308
164,50,1.0,0.7034443967396935,1.0,0.6110451094637205,1.0,0.7350377118200986,506.02081152002484,717.7279188672509,0.0,0.5299245763598028,0.0,16,34,0.32,22.05406817887539,20.377170169421973,22.89136115596664,0.2547999999999999,0.7452000000000001,0.34168,11.224
165,50,1.0,0.6894974359718039,1.0,0.508598539115737,1.0,0.750765737048892,506.02081152002484,708.2800593114594,0.0,0.45717618868916565,0.0,17,33,0.34,22.953903450506143,24.54922900661546,22.305841057025013,0.2529999999999999,0.7470000000000001,0.3398,11.139999999999997
166,50,1.0,0.7161442194847857,1.0,0.5230327488356736,1.0,0.7809273410486971,490.43790388854137,722.7602817637172,0.0,0.6541871175709504,0.0,15,35,0.3,23.270006793024393,22.63114974406888,23.743470990532877,0.2512,0.7488,0.33792,11.056
167,50,1.0,0.6984812745004356,1.0,0.5846784244242889,1.0,0.7362942651865414,490.43790388854137,710.8494758769428,0.0,0.619902014845503,0.0,18,32,0.36,22.267256243146996,22.05139051785321,22.32068072461568,0.24939999999999996,0.7506,0.33604,10.972
168,50,0.9958728790031999,0.732461382888695,0.9833314983974147,0.5350806200338175,1.0,0.7974154988946328,490.43790388854137,692.9311272138398,0.0,0.6472700713677588,0.0,18,32,0.36,23.509043101243364,21.087112886289308,24.894840591786632,0.24760000000000004,0.7524,0.33415999999999996,10.888
169,50,0.9820628722387172,0.712680950842468,0.9270255176514125,0.5786194904654152,1.0,0.7563726864042282,490.43790388854137,700.9888437596717,0.0,0.45183359116102595,0.0,19,31,0.38,24.572232623216212,23.650897922239082,25.172688143352985,0.24580000000000002,0.7542,0.33227999999999996,10.803999999999998
170,50,0.997288369611757,0.7488489426026568,0.9888867607039222,0.6411511823936192,1.0,0.7836085371674784,489.7699529139563,674.6401514050584,0.0,0.4327829256650431,0.0,19,31,0.38,22.20302601109882,19.41266190390935,23.469065683359617,0.244,0.756,0.33039999999999997,10.719999999999997
171,50,1.0,0.6506440963693726,1.0,0.5554730206423664,1.0,0.6810616663628812,441.1970480441711,639.1965298131112,0.0,0.6863775366094346,0.0,13,37,0.26,20.032927886499234,18.229086019845607,20.544181776880183,0.24219999999999997,0.7578,0.32852,10.636
172,50,1.0,0.7333882931288865,1.0,0.7092635676684383,1.0,0.7410233431561268,441.1970480441711,649.1009134322161,0.0,0.4363918852161462,0.0,20,30,0.4,20.90320802962824,20.178262851235232,21.4515658133635,0.24039999999999995,0.7596,0.32664000000000004,10.552000000000001
173,50,1.0,0.7653238089305561,1.0,0.6445476265328522,1.0,0.8031714542156783,441.1970480441711,640.4864077768042,0.0,0.5781067055564293,0.0,14,36,0.28,21.600486730228027,23.451610016419746,20.748681498319133,0.23859999999999992,0.7614000000000001,0.32476000000000005,10.468000000000002
174,50,1.0,0.686336627599211,1.0,0.5303357229034302,1.0,0.7347394240247362,441.1970480441711,649.2307199887971,0.0,0.5955107888461951,0.0,17,33,0.34,21.695326578640845,21.546275720372893,21.565658565863615,0.2368,0.7632,0.32288,10.384
175,50,0.9938623628106067,0.7228906828340829,0.9738823949387517,0.48342366042700624,1.0,0.796452447887237,441.1970480441711,651.3999464958351,0.0,0.46308401259547466,0.0,19,31,0.38,22.917464891170866,22.110696848323393,23.553908194964176,0.235,0.765,0.321,10.299999999999999
176,50,1.0,0.7362492986531515,1.0,0.5651494739030055,1.0,0.7882843522939106,441.1970480441711,650.505103470746,0.0,0.5420586515202777,0.0,16,34,0.32,22.11906199288727,21.467419634325385,22.446924569172147,0.23320000000000007,0.7667999999999999,0.31912,10.216000000000001
177,50,0.9895334390265929,0.6923327438128652,0.9547685351192432,0.5098395081641569,1.0,0.747275411948581,441.1970480441711,619.3206008148302,0.0,0.5363110734239104,0.0,16,34,0.32,19.588319391513025,17.782003112262785,20.57951958913877,0.23140000000000005,0.7686,0.31724,10.132000000000001
178,50,1.0,0.7201357939862605,1.0,0.5351188049638396,1.0,0.7752758519815198,441.1970480441711,633.2844082647172,0.0,0.45957407400528055,0.0,19,31,0.38,19.324808569204173,18.95349985451726,19.347662823766978,0.22960000000000003,0.7704,0.31536000000000003,10.048
179,50,0.9852542187990087,0.7602242987373282,0.9352687392406,0.5749144228093891,1.0,0.8148909521125995,441.1970480441711,624.7873061570839,0.0,0.4101519643034788,0.0,16,34,0.32,19.776179843535253,15.87679607638854,21.45281927957317,0.2278,0.7722,0.31348000000000004,9.964
180,50,1.0,0.7585456406807903,1.0,0.6465136062566369,1.0,0.7912578367787988,441.1970480441711,586.3088238007787,0.0,0.47391597125653234,0.0,17,33,0.34,17.242479194758353,15.325482043908691,18.117143104758036,0.22599999999999998,0.774,0.3116,9.879999999999999
